Name,Year,Genre,NASales,EUSales,GlobalSales
Star Wars Episode I Racer,1999,Racing,2.31,0.62,3.12
Personal Trainer: Cooking,2006,Misc,0.91,1,3.12
The Elder Scrolls IV: Oblivion,2007,Role-Playing,1.69,0.87,3.12
Dragon Warrior IV,1990,Role-Playing,0.08,0,3.12
Heavy Rain,2010,Adventure,1.29,1.27,3.12
Mass Effect 2,2010,Role-Playing,1.99,0.82,3.11
FIFA 15,2014,Sports,0.78,2.02,3.11
Dragon Ball Z: Budokai,2002,Fighting,2.17,0.28,3.09
Madden NFL 2002,2001,Sports,2.5,0.16,3.08
World Class Track Meet,1986,Sports,1.92,0.45,3.08
Borderlands 2,2012,Shooter,1.89,0.91,3.07
The Legend of Zelda: A Link Between Worlds,2013,Action,1.4,0.99,3.07
Donkey Kong,1994,Platform,1.57,0.62,3.07
The Sims: Vacation,2002,Simulation,1.72,1.21,3.07
Mass Effect 3,2012,Role-Playing,1.94,0.86,3.07
Kung Fu Panda,2008,Action,1.91,0.84,3.05
Far Cry 3,2012,Shooter,1.38,1.35,3.04
Epic Mickey,2010,Platform,2.06,0.64,3.04
Saints Row 2,2008,Action,1.94,0.8,3.03
Rayman,1995,Platform,1.54,1.33,3.03
Killzone 2,2009,Shooter,1.4,1.07,3.02
Tom Clancy's Splinter Cell,2002,Action,1.85,1.04,3.02
Mike Tyson's Punch-Out!!,1987,Fighting,2.03,0.47,3.02
WWE SmackDown! Shut Your Mouth,2002,Sports,1.45,1.13,3.02
Gears of War: Ultimate Edition,2015,Shooter,2.38,0.32,3
NBA 2K13,2012,Sports,2.6,0.21,3
Dragon Ball Z: Budokai Tenkaichi 3,2007,Fighting,1.15,0,3
wwe Smackdown vs. Raw 2006,N/A,Fighting,1.57,1.02,3
Middle-Earth: Shadow of Mordor,2014,Action,1.01,1.41,2.99
Star Fox,1993,Shooter,1.61,0.51,2.99
The Sims: Livin Large,2000,Misc,1.67,1.18,2.99
World Soccer Winning Eleven 6 International,2002,Sports,0.12,1.26,2.99
Devil May Cry,2001,Action,1.36,0.86,2.99
Animal Crossing: Happy Home Designer,2015,Simulation,0.47,1,2.98
Battlefield: Bad Company 2,2010,Shooter,1.33,1.12,2.97
The Sims 4,2014,Simulation,0.96,1.72,2.97
Star Wars: The Old Republic,2011,Role-Playing,1.58,1.01,2.97
Sonic Heroes,2003,Platform,1.04,1.37,2.96
Kirby Super Star Ultra,2008,Platform,1.57,0.04,2.96
Hitman 2: Silent Assassin,2002,Action,1.36,1.15,2.96
Street Fighter IV,2009,Fighting,1.82,0.71,2.95
Wave Race 64,1996,Racing,1.98,0.58,2.94
SOCOM II: U.S. Navy SEALs,2003,Shooter,2.22,0.51,2.94
WWE SmackDown! vs. RAW 2006,2005,Fighting,1.45,1.11,2.94
inFAMOUS,2009,Action,1.76,0.69,2.94
Pac-Man Collection,2001,Puzzle,2.07,0.77,2.94
Mass Effect,2007,Role-Playing,1.83,0.8,2.93
WarioWare: Smooth Moves,2006,Puzzle,0.87,1.06,2.92
Cooking Mama: Cook Off,2007,Simulation,1.43,1.13,2.91
Super Mario World 2: Yoshi's Island,2002,Platform,1.75,0.45,2.91
FIFA 14,2013,Sports,0.61,1.85,2.9
Titanfall,2014,Shooter,1.84,0.8,2.9
Sonic Mega Collection Plus,2004,Misc,1.54,1.14,2.9
Sega Superstars Tennis,2008,Sports,1.75,0.86,2.9
World Soccer Winning Eleven 7 International,2003,Sports,0.08,1.24,2.9
Need for Speed: Most Wanted,2012,Racing,0.71,1.51,2.89
Hot Shots Golf 3,2001,Sports,0.99,0.32,2.89
Call of Duty: Finest Hour,2004,Shooter,1.51,1.12,2.89
Zumba Fitness 2,2011,Sports,1.54,1.07,2.88
Syphon Filter,1999,Shooter,2.03,0.72,2.88
Imagine: Babyz,2007,Simulation,1.3,1.27,2.88
Colin McRae Rally,1998,Racing,0.09,2.43,2.87
Call of Duty: Ghosts,2013,Shooter,1.87,0.77,2.86
Madden NFL 13,2012,Sports,2.53,0.16,2.86
The Elder Scrolls III: Morrowind,2002,Role-Playing,2.09,0.63,2.86
Mortal Kombat,2011,Fighting,1.98,0.55,2.85
F-Zero,1990,Racing,1.37,0.51,2.85
Yoshi's Story,1997,Platform,1.29,0.53,2.85
Command & Conquer: Red Alert,1996,Strategy,1.37,1.34,2.85
Skylanders: Spyro's Adventure,2011,Action,1.4,1.14,2.85
FIFA 16,2015,Sports,0.4,1.98,2.85
Assassin's Creed: Brotherhood,2010,Action,1.87,0.57,2.84
BioShock,2007,Shooter,1.65,0.86,2.83
Madden NFL 10,2009,Sports,2.52,0.09,2.83
Medal of Honor,2010,Shooter,1.28,1.05,2.83
WWE SmackDown! vs. Raw,2002,Fighting,1.32,1.08,2.83
Metroid Prime,2002,Shooter,1.96,0.67,2.82
Finding Nemo,2003,Action,1.59,1.05,2.82
Myst,1994,Adventure,0.02,2.79,2.81
Need for Speed: Hot Pursuit,2010,Racing,1.05,1.25,2.81
Imagine: Fashion Designer,2007,Simulation,1.32,1.19,2.81
WWE SmackDown! Here Comes the Pain,2003,Fighting,1.32,1.06,2.8
Star Wars: The Force Unleashed,2008,Action,1.74,0.8,2.8
Yoshi's Island DS,2006,Platform,1.47,0.07,2.8
Hot Shots Golf,1997,Sports,0.29,0.2,2.79
Killzone 3,2011,Shooter,1.45,0.88,2.79
A Bug's Life,1998,Platform,1.96,0.72,2.79
WWF SmackDown! Just Bring It,2001,Fighting,1.19,1.15,2.79
Dragon Quest V: Tenkuu no Hanayome,1992,Role-Playing,0,0,2.79
Mortal Kombat Trilogy,1996,Fighting,1.98,0.7,2.79
Battlefield 3,2011,Shooter,0.89,1.43,2.79
NBA Street,2001,Sports,2.19,0.22,2.79
Professor Layton and the Last Specter,2009,Puzzle,0.3,1.47,2.79
Monster Hunter Tri,2011,Role-Playing,0.46,0.29,2.79
Jak II,2003,Platform,1.68,0.74,2.78
inFAMOUS: Second Son,2014,Action,1.27,0.97,2.78
Ratchet & Clank: Going Commando,2003,Platform,1.44,0.83,2.78
Tekken 6,2009,Fighting,1.2,0.98,2.78
The Sims,2003,Simulation,1.41,1.12,2.77
Sonic and the Secret Rings,2007,Platform,1.24,1.2,2.77
Saints Row: The Third,2011,Action,1.25,1.15,2.77
Missile Command,1980,Shooter,2.56,0.17,2.76
Mario Paint,1992,Misc,1.43,0.54,2.75
Assassin's Creed IV: Black Flag,2013,Action,1.07,1.31,2.74
Pokémon Stadium 2,2000,Strategy,1.02,0.36,2.73
Metroid,1986,Action,1.33,0.31,2.73
L.A. Noire,2011,Adventure,1.52,0.94,2.72
Call of Duty 3,2006,Shooter,1.49,0.93,2.71
The Legend of Zelda: A Link to the Past,2002,Action,1.75,0.52,2.7
Onimusha: Warlords,2001,Action,0.99,0.48,2.7
Mortal Kombat X,2015,Fighting,1.47,0.76,2.7
Mario Party,1998,Misc,1.25,0.53,2.7
Madden NFL 12,2011,Sports,2.42,0.11,2.69
LEGO Star Wars II: The Original Trilogy,2006,Action,1.85,0.64,2.69
Madden NFL 11,2010,Sports,2.38,0.12,2.69
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010,Puzzle,1.63,0.52,2.69
Skate 3,2010,Sports,1.46,0.98,2.68
Burnout 3: Takedown,2004,Racing,1.23,1.11,2.68
Yokai Watch 2 Shinuchi,2014,Role-Playing,0,0,2.68
Need for Speed: Shift,2009,Racing,0.69,1.41,2.68
Final Fantasy XIII-2,2011,Role-Playing,0.78,0.75,2.68
Mortal Kombat,1992,Fighting,1.95,0.63,2.67
Call Of Duty 2: Big Red One,2005,Shooter,1.48,0.92,2.67
Guitar Hero: World Tour,2008,Misc,1.78,0.64,2.67
Medal of Honor,1998,Shooter,1.44,1.09,2.67
Fable,2004,Role-Playing,1.99,0.58,2.66
Hannah Montana,2006,Action,1.59,0.8,2.65
Tom Clancy's Splinter Cell,2003,Action,1.15,1.11,2.65
Skylanders Giants,2012,Action,1.56,0.88,2.65
Medal of Honor Heroes,2006,Shooter,0.86,1.11,2.65
Super Mario Bros.: The Lost Levels,1986,Platform,0,0,2.65
Star Wars: Shadows of the Empire,1996,Action,2,0.5,2.65
LEGO Star Wars: The Complete Saga,2007,Action,1.53,0.87,2.64
Midnight Club: Street Racing,2000,Racing,2,0.47,2.63
Pac-Man: Adventures in Time,2006,Fighting,0.76,1.1,2.63
Halo Wars,2009,Strategy,1.53,0.82,2.63
God of War Collection,2009,Action,1.7,0.46,2.63
ESPN NFL 2K5,2004,Sports,2.15,0.12,2.62
Mario Strikers Charged,2007,Sports,1.07,1.06,2.62
Medal of Honor,2010,Shooter,1.55,0.81,2.62
FIFA Soccer 10,2009,Sports,0.59,1.79,2.62
NBA 2K12,2011,Sports,2.31,0.14,2.62
Style Savvy,2008,Simulation,0.63,0.84,2.61
Harry Potter and the Chamber of Secrets,2002,Action,0.9,1.22,2.61
Super Mario All-Stars: Limited Edition,2010,Platform,1.02,0.52,2.6
Streets of Rage,1990,Action,1.86,0.55,2.6
FIFA Soccer 09,2008,Sports,0.48,1.63,2.59
Ratchet & Clank Future: Tools of Destruction,2007,Platform,0.93,1.12,2.59
NBA Live 2005,2004,Sports,2.03,0.21,2.59
LittleBigPlanet,2009,Platform,0.64,1.24,2.58
Killzone: Shadow Fall,2013,Shooter,0.89,1.33,2.58
Ghostbusters: The Video Game (DS Version),2009,Action,1.04,1.24,2.58
Monster Hunter Freedom 2,2007,Role-Playing,0.37,0.27,2.58
WWE SmackDown vs. RAW 2007,2006,Fighting,1.4,0.88,2.58
Ratchet & Clank: Up Your Arsenal,2004,Platform,1.31,0.74,2.57
Art Academy,2010,Misc,0.28,1.68,2.57
Dragon Age: Origins,2009,Role-Playing,1.76,0.56,2.57
Madden NFL 08,2007,Sports,2.14,0.08,2.57
Sonic Adventure 2 Battle,2001,Platform,1.7,0.59,2.56
Dragon Warrior II,1987,Role-Playing,0.15,0,2.56
Madden NFL 13,2012,Sports,2.11,0.23,2.56
Pokémon Colosseum,2003,Role-Playing,1.21,0.57,2.54
Deca Sports,2008,Sports,1.13,0.87,2.54
Madden NFL 09,2008,Sports,2.21,0.12,2.54
Space Invaders,N/A,Shooter,2.36,0.14,2.53
Crazy Taxi,2001,Racing,1.13,1.12,2.52
Perfect Dark,2000,Action,1.55,0.75,2.52
Game Party,2007,Misc,1.5,0.78,2.52
Dragon Warrior,1986,Role-Playing,0.49,0,2.52
Tomb Raider (2013),2013,Action,0.6,1.31,2.51
Marvel: Ultimate Alliance,2006,Role-Playing,2.29,0.02,2.5
PES 2009: Pro Evolution Soccer,2008,Sports,0.13,0.07,2.5
Mario Party 2,1999,Misc,1.28,0.14,2.5
Saints Row: The Third,2011,Action,0.86,1.06,2.49
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003,Action,1.84,0.56,2.49
LEGO Harry Potter: Years 1-4,2010,Action,1.29,0.97,2.49
Mortal Kombat: Deadly Alliance,2002,Fighting,1.81,0.52,2.49
Resistance 2,2008,Shooter,1.15,0.85,2.48
Pure,2008,Racing,1.38,0.85,2.48
Tomb Raider: The Last Revelation,1998,Action,1.15,1.14,2.48
NBA 2K13,2012,Sports,1.72,0.44,2.48
Rock Band,N/A,Misc,1.93,0.34,2.48
NBA 2K14,2013,Sports,2.1,0.2,2.47
Mario Party 4,2002,Misc,1.13,0.36,2.47
uDraw Studio,2010,Misc,1.67,0.58,2.46
Midnight Club: Los Angeles,2008,Racing,1.55,0.54,2.45
Final Fantasy V,1992,Role-Playing,0,0,2.45
Final Fantasy Tactics,1997,Role-Playing,0.93,0.12,2.45
Twisted Metal 2,1996,Racing,2.12,0.25,2.44
Halo: Combat Evolved Anniversary,2011,Shooter,1.44,0.73,2.44
Need for Speed Carbon: Own the City,2006,Racing,0.87,0.98,2.44
The Sims: Bustin' Out,2003,Simulation,1.07,1.19,2.43
Riven: The Sequel to Myst,1997,Adventure,1.52,0.82,2.43
Tom Clancy's Rainbow Six: Vegas 2,2008,Shooter,1.56,0.61,2.42
Sonic Adventure,1998,Platform,1.26,0.61,2.42
Ice Hockey,1988,Sports,1.27,0.32,2.42
pro evolution soccer 2011,2010,Sports,0.29,1.18,2.42
Dragon Ball Z: Budokai 2,2003,Fighting,1.63,0.22,2.41
ATV Offroad Fury,2001,Racing,2.07,0.26,2.41
Dino Crisis,1998,Action,0.81,0.76,2.41
Minecraft,2014,Misc,1.43,0.76,2.41
Need for Speed: ProStreet,2007,Racing,0.69,0,2.41
Madden NFL 16,2015,Sports,2.07,0.08,2.4
Tetris Plus,1996,Puzzle,2.1,0.24,2.4
Pro Wrestling,1987,Fighting,0.77,0.18,2.4
Theme Hospital,1997,Strategy,2.3,0.1,2.4
Frogger's Adventures: Temple of the Frog,N/A,Adventure,2.15,0.18,2.39
Need for Speed (2015),2015,Racing,0.49,1.49,2.39
Zumba Fitness,2010,Sports,1.74,0.48,2.39
LEGO Indiana Jones: The Original Adventures,N/A,Action,1.54,0.63,2.39
Monopoly,1994,Misc,1.49,0.81,2.39
Batman: Arkham Origins,2013,Action,1.07,0.87,2.39
Dead Island,2011,Action,1.48,0.71,2.39
Guitar Hero,2005,Misc,1.67,0.61,2.38
LEGO Star Wars: The Complete Saga,2007,Action,1.02,0.97,2.38
Kinect: Disneyland Adventures,2011,Misc,1.73,0.46,2.38
WCW/nWo Revenge,1998,Fighting,1.94,0.39,2.38
Bloodborne,2015,Action,1,0.76,2.38
NBA 2K15,2014,Sports,1.46,0.54,2.38
Madden NFL 11,2010,Sports,2.04,0.15,2.38
Yu-Gi-Oh! The Duelists of the Roses,2001,Misc,1.16,0.91,2.38
Madden NFL 08,2007,Sports,2.18,0.01,2.37
Half-Life 2,2004,Shooter,2.28,0.02,2.37
The Incredibles,2004,Action,0.96,1.08,2.37
Tony Hawk's Underground 2,2004,Sports,1.25,0.86,2.37
Madden NFL 10,2009,Sports,2.03,0.13,2.37
Kinect Sports: Season Two,2011,Sports,1.38,0.74,2.36
Kirby's Dream Land 2,1995,Platform,0.69,0.14,2.36
LEGO Harry Potter: Years 1-4,2010,Action,1.07,1.05,2.35
Donkey Kong Land II,1996,Platform,1.39,0.48,2.35
Dragon Warrior Monsters,1998,Role-Playing,0,0,2.35
Midnight Club: Los Angeles,2008,Racing,1.68,0.46,2.35
Skylanders SWAP Force,2013,Platform,1.32,0.83,2.34
WWE SmackDown vs Raw 2008,2007,Fighting,0.92,0,2.34
My Fitness Coach,2008,Sports,1.2,0.9,2.34
Resident Evil - Code: Veronica X,2001,Action,1.08,0.7,2.34
The Sims 3,2010,Simulation,1.27,0.86,2.33
The Legend of Zelda: Majora's Mask 3D,2015,Action,1.14,0.54,2.32
NBA 2K16,2015,Sports,1.93,0.14,2.32
Just Dance Kids,2010,Misc,1.57,0.56,2.32
Mario Tennis,2000,Sports,0.78,0.4,2.32
Grand Theft Auto,1997,Action,0.79,1.35,2.32
James Bond 007: Everything or Nothing,2004,Shooter,0.85,1.06,2.31
WarioWare Touched!,2004,Puzzle,0.52,0.45,2.31
Need For Speed: High Stakes,1999,Racing,1.58,0.64,2.31
Chrono Trigger,1995,Role-Playing,0.28,0,2.31
Cool Boarders 3,1998,Sports,1.65,0.46,2.31
LEGO Marvel Super Heroes,2013,Action,1.24,0.85,2.3
Guild Wars 2,2012,Action,0.95,1.06,2.3
Pokemon Ranger: Shadows of Almia,2008,Role-Playing,0.95,0.54,2.3
Dead Island,2011,Action,1.08,0.75,2.29
Tomb Raider II,1997,Action,0.91,1.25,2.29
God of War: Ascension,2013,Action,1.23,0.68,2.29
Need for Speed Underground 2,2004,Racing,1.38,0.8,2.28
Pro Evolution Soccer 2010,2009,Sports,0.3,1.27,2.28
Just Dance 2015,2014,Misc,1.11,0.98,2.28
Yokai Watch Busters,2015,Action,0,0,2.28
Mario Bros.,1983,Platform,0.51,0.12,2.28
FIFA Soccer 09,2008,Sports,0.38,0.07,2.28
Star Wars: The Force Unleashed,2008,Action,1.01,0.9,2.28
Borderlands 2,2012,Shooter,1.05,0.77,2.28
TOCA Touring Car Championship,1997,Racing,0.07,2,2.28
Paper Mario: Sticker Star,2012,Role-Playing,1.12,0.39,2.27
Sonic's Ultimate Genesis Collection,2009,Misc,1.34,0.62,2.27
Super Monkey Ball: Banana Blitz,2006,Misc,1.07,0.92,2.27
Kirby: Nightmare in Dream Land,2002,Platform,1.22,0.1,2.27
Wario Land 4,2001,Platform,0.9,0.73,2.26
Guitar Hero III: Legends of Rock,2007,Misc,1.4,0.54,2.26
Call of Duty 3,N/A,Shooter,1.19,0.84,2.26
Resident Evil 4,2007,Action,1.34,0.57,2.26
Minecraft,2014,Misc,0.28,0.79,2.25
Onimusha 2: Samurai's Destiny,2002,Adventure,0.62,0.44,2.25
Cool Boarders 2,1997,Sports,1.52,0.46,2.25
Paper Mario: The Thousand-Year Door,2004,Role-Playing,1.48,0.25,2.25
Madden NFL 12,2011,Sports,1.93,0.15,2.25
Monster Hunter Tri,2009,Role-Playing,0.67,0.41,2.25
Dissidia: Final Fantasy,2008,Fighting,0.51,0.51,2.25
Sonic Advance,2001,Platform,1.19,0.71,2.24
Spyro: Season of Ice,2001,Platform,1.29,0.83,2.23
Teenage Mutant Ninja Turtles II: The Arcade Game,1990,Action,1.74,0.25,2.23
LEGO Indiana Jones: The Original Adventures,2008,Action,1.42,0.61,2.23
Dance Dance Revolution X2,2009,Simulation,1.09,0.85,2.23
New Super Luigi U,2013,Platform,1.27,0.62,2.22
Prince of Persia: The Sands of Time,2003,Action,0.88,1.03,2.22
Scribblenauts,2009,Puzzle,1.71,0.32,2.22
The Legend of Zelda: Link's Awakening DX,1998,Adventure,1,0.63,2.22
Need for Speed: Hot Pursuit,2010,Racing,1.03,0.98,2.22
BioShock 2,2010,Shooter,1.45,0.55,2.21
Assassin's Creed IV: Black Flag,2013,Action,1.47,0.55,2.21
Devil May Cry 3: Dante's Awakening Special Edition,2006,Action,1.06,0.82,2.21
Rock Band 2,2008,Misc,1.78,0.24,2.2
Frogger,1981,Action,2.06,0.12,2.2
Guitar Hero II,2007,Misc,2.01,0.02,2.2
Wario Land 3,2000,Platform,1.11,0.51,2.2
Pro Yakyuu Family Stadium,1986,Sports,0.15,0,2.2
Sonic Unleashed,2008,Platform,1.28,0.68,2.2
High School Musical: Makin' the Cut!,2007,Puzzle,1.06,0.91,2.2
Pro Evolution Soccer 2012,2011,Action,0.34,0.97,2.19
Saints Row,2006,Action,1.17,0.78,2.19
Star Wars: Knights of the Old Republic,2003,Role-Playing,1.68,0.44,2.19
Kirby's Pinball Land,1992,Misc,0.87,0.17,2.19
Donkey Kong Country,2000,Platform,1.04,0.72,2.19
Hitman: Absolution,2012,Action,0.59,1.07,2.19
Yu-Gi-Oh: Duel Monsters 4,2000,Role-Playing,0,0,2.18
ATV Offroad Fury 2,2002,Racing,1.92,0.2,2.18
Forza Motorsport 5,2013,Racing,1.21,0.78,2.18
Madden NFL 25,2013,Sports,1.97,0.07,2.18
Pokemon Ranger,2006,Role-Playing,1.29,0.04,2.18
Mario & Luigi: Superstar Saga,2003,Role-Playing,1.48,0.17,2.17
Final Fantasy XIII,2010,Role-Playing,1.27,0.68,2.17
Star Wars: Rogue Squadron,1998,Simulation,1.6,0.46,2.17
Tennis,1984,Sports,0.48,0.11,2.17
The Sims: House Party,2001,Simulation,1.23,0.83,2.16
Your Shape featuring Jenny McCarthy,2009,Sports,1.51,0.47,2.16
Syphon Filter 2,2000,Shooter,1.5,0.55,2.15
Tom Clancy's Rainbow Six: Siege,2015,Shooter,0.54,1.16,2.15
Volleyball,1987,Sports,0.14,0.03,2.15
FIFA 15,2014,Sports,0.6,1.41,2.15
Call of Duty: Roads to Victory,2007,Shooter,0.52,1.03,2.14
Super Mario RPG: Legend of the Seven Stars,1996,Role-Playing,0.66,0,2.14
Mahjong,1983,Misc,0.01,0,2.14
R.C. Pro-Am,1988,Racing,1.47,0.38,2.14
SimCity 2000,1992,Simulation,1.2,0.84,2.14
Demon Attack,1981,Shooter,1.99,0.12,2.13
Dance Dance Revolution Extreme,2004,Simulation,1.04,0.81,2.13
Tetris DS,2006,Puzzle,0.64,0.07,2.13
Final Fantasy Tactics Advance,2003,Role-Playing,0.82,0.37,2.13
Far Cry: Primal,2016,Action,0.59,1.16,2.13
Toy Story 3: The Video Game,2010,Action,0.93,0.97,2.12
Final Fantasy III,2006,Role-Playing,0.91,0.05,2.12
Kirby's Epic Yarn,2010,Platform,1.47,0.09,2.12
Project Gotham Racing,2001,Racing,1.37,0.61,2.12
Golf,1989,Sports,0.83,0.33,2.12
NBA 2K12,2011,Sports,1.61,0.27,2.11
Borderlands,2009,Shooter,1.2,0.62,2.11
Tony Hawk's Pro Skater,2000,Sports,1.68,0.4,2.11
PES 2009: Pro Evolution Soccer,2008,Sports,0.11,1.34,2.11
Need for Speed: Hot Pursuit 2,2002,Racing,1.68,0.31,2.11
Mario Sports Mix,2010,Sports,0.9,0.45,2.11
Rock Band,N/A,Misc,1.35,0.56,2.11
Dynasty Warriors 4,2003,Action,0.63,0.21,2.11
Mortal Kombat,2011,Fighting,1.63,0.33,2.11
Parasite Eve,1998,Role-Playing,0.94,0.07,2.1
Scooby-Doo! Night of 100 Frights,2002,Platform,1.17,0.72,2.1
Project Gotham Racing (JP weekly sales),2002,Action,1.54,0.44,2.1
Need for Speed: Most Wanted 5-1-0,2005,Racing,1.77,0.13,2.1
Portal 2,2011,Shooter,1.41,0.51,2.1
Devil May Cry 3: Dante's Awakening,2005,Action,0.99,0.63,2.09
Derby Stallion,1997,Sports,0,0,2.09
Dead Rising,2006,Action,1.16,0.65,2.09
Finding Nemo,2003,Action,1.26,0.6,2.09
NBA 2K11,2010,Action,1.84,0.12,2.09
Wipeout: The Game,2009,Misc,1.97,0,2.09
The Sims 2: Pets,2006,Simulation,0.92,0.94,2.09
Battlefield: Hardline,2015,Shooter,0.7,0.93,2.09
Metal Gear Solid: Peace Walker,2010,Action,0.46,0.42,2.09
World of Warcraft: Cataclysm,2010,Role-Playing,1.77,0.32,2.08
Tetris Worlds,2002,Puzzle,1.11,0.71,2.08
Need For Speed: Undercover,2008,Racing,0.63,1.02,2.08
Dance Dance Revolution: Hottest Party,2007,Simulation,1.36,0.52,2.08
Mario Party 5,2003,Misc,0.97,0.33,2.08
Ghostbusters: The Video Game (DS Version),2010,Action,0.59,0.99,2.08
Sim Theme Park,1998,Strategy,2.04,0.04,2.08
Warcraft: Orcs & Humans,1994,Strategy,0.89,1.08,2.08
Skate 3,2010,Sports,0.79,0.94,2.08
Spec Ops: Airborne Commando,2002,Shooter,1.54,0.46,2.07
Kingdom Hearts: Birth by Sleep,2010,Role-Playing,0.63,0.42,2.07
UFC 2009 Undisputed,2009,Fighting,1.48,0.39,2.07
Dark Souls,2011,Role-Playing,0.75,0.54,2.07
Yu-Gi-Oh! The Eternal Duelist Soul,2001,Strategy,1.64,0.36,2.07
Need for Speed: ProStreet,2007,Racing,1.04,0.8,2.06
The Sims 3,2010,Simulation,0.73,0.97,2.06
Tom Clancy's Splinter Cell: Conviction,2010,Action,1.2,0.63,2.06
Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005,Role-Playing,0.71,0.52,2.06
The Incredibles,2004,Action,1.15,0.77,2.06
R4: Ridge Racer Type 4,1998,Racing,0.68,0.46,2.06
SoulCalibur II,2003,Fighting,1.06,0.62,2.06
Mario & Luigi: Dream Team,2013,Role-Playing,0.89,0.57,2.06
Need for Speed: ProStreet,2007,Racing,0.73,0.92,2.05
Carnival Games,2008,Misc,1.23,0.64,2.05
NBA 2K14,2013,Sports,1.43,0.33,2.05
Pokémon Mystery Dungeon: Blue Rescue Team,2005,Role-Playing,1.16,0.06,2.05
Sonic Mega Collection,2002,Misc,1.47,0.48,2.05
Diablo III,2013,Role-Playing,0.71,0.83,2.05
NBA Jam,1992,Sports,1.75,0.25,2.05
PGR4 - Project Gotham Racing 4,2007,Racing,0.48,1.29,2.05
Kingdom Hearts 358/2 Days,2009,Role-Playing,1.11,0.27,2.04
Dance Central 2,2011,Misc,1.45,0.42,2.04
Rayman Raving Rabbids: TV Party,2008,Misc,0.73,1.09,2.04
SOCOM: U.S. Navy SEALs: Combined Assault,2006,Shooter,1.74,0.02,2.04
Peter Jackson's King Kong: The Official Game of the Movie,2005,Action,0.71,1.02,2.04
Donkey Kong Country,2003,Platform,1.2,0.48,2.04
Need for Speed: The Run,2011,Action,0.58,1.06,2.04
Madden NFL 15,2014,Sports,1.53,0.25,2.03
1080°: TenEighty Snowboarding,1998,Sports,1.25,0.61,2.03
Just Dance 3,2011,Misc,1.47,0.4,2.03
NBA Live 2004,2003,Sports,1.57,0.18,2.03
Dead Space,2008,Action,1.05,0.67,2.02
Call of Duty 2,2005,Shooter,1.81,0.05,2.02
Madden NFL 15,2014,Sports,1.76,0.09,2.02
Forza Horizon,2012,Racing,0.82,0.98,2.02
TouchMaster,2007,Puzzle,0.49,1.27,2.01
Tom Clancy's The Division,2016,Shooter,1.2,0.62,2.01
LEGO Marvel Super Heroes,2013,Action,0.77,0.85,2
Fire Emblem: Awakening,2012,Role-Playing,0.89,0.45,2
DriveClub,2014,Racing,0.35,1.31,2
Super Street Fighter II,1993,Fighting,0.52,0.16,2
Mortal Kombat vs. DC Universe,2008,Fighting,1.48,0.3,2
Tenchu: Stealth Assassins,1997,Action,0.95,0.64,1.99
Tennis,1989,Sports,0.75,0.3,1.99
Harry Potter and the Chamber of Secrets,2002,Action,1.21,0.64,1.99
Harry Potter and the Chamber of Secrets,2002,Action,0.75,1.09,1.98
SimCity,1991,Simulation,0.93,0.27,1.98
Battlefield 4,2013,Shooter,1.25,0.58,1.98
Resident Evil 6,2012,Shooter,1.11,0.63,1.98
Dragon Age: Inquisition,2014,Role-Playing,0.72,0.86,1.97
Sonic Classic Collection,2010,Platform,0.99,0.8,1.97
Spyro: Enter the Dragonfly,2002,Platform,0.74,0.95,1.97
Call of Duty: World at War,2008,Shooter,1.2,0.59,1.97
Devil May Cry 2,2003,Action,0.71,0.58,1.97
Burnout Paradise,2008,Racing,1.01,0.64,1.97
E.T.: The Extra Terrestrial,1981,Action,1.84,0.11,1.97
BioShock Infinite,2013,Shooter,1.22,0.57,1.96
Hot Shots Golf: Open Tee,2004,Sports,0.5,0.5,1.96
Rad Racer,1986,Racing,1.13,0.37,1.96
Soccer,1985,Sports,0.18,0.23,1.96
Kirby Squeak Squad,2006,Platform,0.79,0.03,1.96
Tom Clancy's Rainbow Six: Vegas,2006,Shooter,1.09,0.65,1.96
Destiny,2014,Shooter,1.3,0.49,1.95
Crash Nitro Kart,2003,Racing,0.74,1.01,1.95
Grand Theft Auto: San Andreas,2005,Action,1.26,0.61,1.95
Star Wars: Dark Forces,1994,Shooter,1.09,0.77,1.95
NBA Street Vol. 2,2003,Sports,1.69,0.2,1.95
Def Jam Vendetta,2003,Fighting,0.95,0.74,1.94
FIFA Soccer 09,2008,Sports,0.49,1.26,1.94
Who wants to be a millionaire,1999,Misc,1.94,0,1.94
Scooby Doo and the Cyber Chase,2001,Adventure,0.59,1.23,1.94
Alleyway,1989,Puzzle,0.96,0.38,1.94
Dragon Ball Z: Budokai 3,2004,Fighting,1.09,0.15,1.94
Jet Moto 2,1997,Racing,1.41,0.42,1.94
Tom Clancy's Ghost Recon,2002,Shooter,1.42,0.4,1.94
X-Men Legends,2004,Role-Playing,1,0.72,1.93
Batman: Arkham Origins,2013,Action,1.15,0.61,1.93
Guitar Hero: World Tour,2008,Misc,1.1,0.56,1.93
Mortal Kombat II,1993,Fighting,1.48,0.39,1.93
Virtua Fighter 2,1995,Fighting,0.34,0.26,1.93
Tetris DX,1998,Puzzle,1.06,0.6,1.93
Mortal Kombat vs. DC Universe,2008,Fighting,1.53,0.24,1.93
